model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,productionLevel
mp_headgear_40a_gots,hat,37,41,0,,mp_headgear_40a_gots_lob,,m/mtl_mp_headgear_40a,,illana,,,,,,,,
mp_headgear_40a_hanks,hat,37,41,0,,mp_headgear_40a_hanks_lob,,m/mtl_mp_headgear_40a,,hanks,,,,,,,,
mp_headgear_40a_kang,hat,37,41,0,,mp_headgear_40a_kang_lob,,m/mtl_mp_headgear_40a,,kang,,,,,,,,
mp_headgear_40a_kva,hat,37,41,0,,mp_headgear_40a_kva_lob,,m/mtl_mp_headgear_40a,,kva_head,,,,,,,,
mp_headgear_40a_lee,hat,37,41,0,,mp_headgear_40a_lee_lob,,m/mtl_mp_headgear_40a,,lee,,,,,,,,
mp_headgear_40a_martin,hat,37,41,0,,mp_headgear_40a_martin_lob,,m/mtl_mp_headgear_40a,,martin,,,,,,,,
mp_headgear_40a_pas,hat,37,41,0,,mp_headgear_40a_pas_lob,,m/mtl_mp_headgear_40a,,pas,,,,,,,,
mp_headgear_40a_waters,hat,37,41,0,,mp_headgear_40a_waters_lob,,m/mtl_mp_headgear_40a,,waters,,,,,,,,
mp_headgear_40a_young,hat,37,41,0,,mp_headgear_40a_young_lob,,m/mtl_mp_headgear_40a,,young,,,,,,,,
mp_headgear_36a,hat,38,43,0,,mp_headgear_36a_lob,,m/mtl_mp_headgear_36a,,!female,,,,,,,,
mp_headgear_f_36a,hat,38,43,0,,mp_headgear_f_36a_lob,,m/mtl_mp_headgear_36a,,female,,,,,,,,
mp_headgear_38a,hat,39,44,0,,mp_headgear_38a_lob,,m/mtl_mp_headgear_38a,,!female,,,,,,,,
mp_headgear_f_38a,hat,39,44,0,,mp_headgear_f_38a_lob,,m/mtl_mp_headgear_38a,,female,,,,,,,,
mp_headgear_41a_barton,hat,40,45,0,,mp_headgear_41a_barton_lob,,m/mtl_mp_headgear_41a,,barton,,,,,,,,
mp_headgear_41a_basara,hat,40,45,0,,mp_headgear_41a_basara_lob,,m/mtl_mp_headgear_41a,,basara,,,,,,,,
mp_headgear_41a_chen,hat,40,45,0,,mp_headgear_41a_chen_lob,,m/mtl_mp_headgear_41a,,chen,,,,,,,,
mp_headgear_41a_clark,hat,40,45,0,,mp_headgear_41a_clark_lob,,m/mtl_mp_headgear_41a,,clark,,,,,,,,
mp_headgear_41a_cormack,hat,40,45,0,,mp_headgear_41a_cormack_lob,,m/mtl_mp_headgear_41a,,cormack,,,,,,,,
mp_headgear_41a_coyle,hat,40,45,0,,mp_headgear_41a_coyle_lob,,m/mtl_mp_headgear_41a,,coyle,,,,,,,,
mp_headgear_41a_davis,hat,40,45,0,,mp_headgear_41a_davis_lob,,m/mtl_mp_headgear_41a,,davis,,,,,,,,
mp_headgear_41a_gideon,hat,40,45,0,,mp_headgear_41a_gideon_lob,,m/mtl_mp_headgear_41a,,gideon,,,,,,,,
mp_headgear_41a_gots,hat,40,45,0,,mp_headgear_41a_gots_lob,,m/mtl_mp_headgear_41a,,illana,,,,,,,,
mp_headgear_41a_hanks,hat,40,45,0,,mp_headgear_41a_hanks_lob,,m/mtl_mp_headgear_41a,,hanks,,,,,,,,
mp_headgear_41a_kang,hat,40,45,0,,mp_headgear_41a_kang_lob,,m/mtl_mp_headgear_41a,,kang,,,,,,,,
mp_headgear_41a_kva,hat,40,45,0,,mp_headgear_41a_kva_lob,,m/mtl_mp_headgear_41a,,kva_head,,,,,,,,
mp_headgear_41a_lee,hat,40,45,0,,mp_headgear_41a_lee_lob,,m/mtl_mp_headgear_41a,,lee,,,,,,,,
mp_headgear_41a_martin,hat,40,45,0,,mp_headgear_41a_martin_lob,,m/mtl_mp_headgear_41a,,martin,,,,,,,,
mp_headgear_41a_pas,hat,40,45,0,,mp_headgear_41a_pas_lob,,m/mtl_mp_headgear_41a,,pas,,,,,,,,
mp_headgear_41a_waters,hat,40,45,0,,mp_headgear_41a_waters_lob,,m/mtl_mp_headgear_41a,,waters,,,,,,,,
mp_headgear_41a_young,hat,40,45,0,,mp_headgear_41a_young_lob,,m/mtl_mp_headgear_41a,,young,,,,,,,,
mp_headgear_39a_barton,hat,41,46,0,,mp_headgear_39a_barton_lob,,m/mtl_mp_headgear_39a,,barton,,,,,,,,
mp_headgear_39a_basara,hat,41,46,0,,mp_headgear_39a_basara_lob,,m/mtl_mp_headgear_39a,,basara,,,,,,,,
mp_headgear_39a_chen,hat,41,46,0,,mp_headgear_39a_chen_lob,,m/mtl_mp_headgear_39a,,chen,,,,,,,,
mp_headgear_39a_clark,hat,41,46,0,,mp_headgear_39a_clark_lob,,m/mtl_mp_headgear_39a,,clark,,,,,,,,
mp_headgear_39a_cormack,hat,41,46,0,,mp_headgear_39a_cormack_lob,,m/mtl_mp_headgear_39a,,cormack,,,,,,,,
mp_headgear_39a_coyle,hat,41,46,0,,mp_headgear_39a_coyle_lob,,m/mtl_mp_headgear_39a,,coyle,,,,,,,,
mp_headgear_39a_davis,hat,41,46,0,,mp_headgear_39a_davis_lob,,m/mtl_mp_headgear_39a,,davis,,,,,,,,
mp_headgear_39a_gideon,hat,41,46,0,,mp_headgear_39a_gideon_lob,,m/mtl_mp_headgear_39a,,gideon,,,,,,,,
mp_headgear_39a_gots,hat,41,46,0,,mp_headgear_39a_gots_lob,,m/mtl_mp_headgear_39a,,illana,,,,,,,,
mp_headgear_39a_hanks,hat,41,46,0,,mp_headgear_39a_hanks_lob,,m/mtl_mp_headgear_39a,,hanks,,,,,,,,
mp_headgear_39a_kang,hat,41,46,0,,mp_headgear_39a_kang_lob,,m/mtl_mp_headgear_39a,,kang,,,,,,,,
mp_headgear_39a_kva,hat,41,46,0,,mp_headgear_39a_kva_lob,,m/mtl_mp_headgear_39a,,kva_head,,,,,,,,
mp_headgear_39a_lee,hat,41,46,0,,mp_headgear_39a_lee_lob,,m/mtl_mp_headgear_39a,,lee,,,,,,,,
mp_headgear_39a_martin,hat,41,46,0,,mp_headgear_39a_martin_lob,,m/mtl_mp_headgear_39a,,martin,,,,,,,,
mp_headgear_39a_pas,hat,41,46,0,,mp_headgear_39a_pas_lob,,m/mtl_mp_headgear_39a,,pas,,,,,,,,
mp_headgear_39a_waters,hat,41,46,0,,mp_headgear_39a_waters_lob,,m/mtl_mp_headgear_39a,,waters,,,,,,,,
mp_headgear_39a_young,hat,41,46,0,,mp_headgear_39a_young_lob,,m/mtl_mp_headgear_39a,,young,,,,,,,,
mp_headgear_f_45a,hat,42,47,0,,mp_headgear_f_45a_lob,,m/mtl_mp_headgear_45a,,female,,,,,,,,
mp_headgear_m_45a,hat,42,47,0,,mp_headgear_m_45a_lob,,m/mtl_mp_headgear_45a,,!female,,,,,,,,
mp_headgear_f_42a,hat,43,48,0,,mp_headgear_f_42a_lob,,m/mtl_mp_headgear_42a,,female,,,,,,,,
mp_headgear_m_42a,hat,43,48,0,,mp_headgear_m_42a_lob,,m/mtl_mp_headgear_42a,,!female,,,,,,,,
mp_headgear_f_44a,hat,44,49,0,,mp_headgear_f_44a_lob,,m/mtl_mp_headgear_44a,,female,,,,,,,,
mp_headgear_m_44a,hat,44,49,0,,mp_headgear_m_44a_lob,,m/mtl_mp_headgear_44a,,!female,,,,,,,,
mp_headgear_46a_barton,hat,45,50,0,,mp_headgear_46a_barton_lob,,m/mtl_mp_headgear_46a,,barton,,,,,,,,
mp_headgear_46a_basara,hat,45,50,0,,mp_headgear_46a_basara_lob,,m/mtl_mp_headgear_46a,,basara,,,,,,,,
mp_headgear_46a_chen,hat,45,50,0,,mp_headgear_46a_chen_lob,,m/mtl_mp_headgear_46a,,chen,,,,,,,,
mp_headgear_46a_clark,hat,45,50,0,,mp_headgear_46a_clark_lob,,m/mtl_mp_headgear_46a,,clark,,,,,,,,
mp_headgear_46a_cormack,hat,45,50,0,,mp_headgear_46a_cormack_lob,,m/mtl_mp_headgear_46a,,cormack,,,,,,,,
mp_headgear_46a_coyle,hat,45,50,0,,mp_headgear_46a_coyle_lob,,m/mtl_mp_headgear_46a,,coyle,,,,,,,,
mp_headgear_46a_davis,hat,45,50,0,,mp_headgear_46a_davis_lob,,m/mtl_mp_headgear_46a,,davis,,,,,,,,
mp_headgear_46a_gideon,hat,45,50,0,,mp_headgear_46a_gideon_lob,,m/mtl_mp_headgear_46a,,gideon,,,,,,,,
mp_headgear_46a_gots,hat,45,50,0,,mp_headgear_46a_gots_lob,,m/mtl_mp_headgear_46a,,illana,,,,,,,,
mp_headgear_46a_hanks,hat,45,50,0,,mp_headgear_46a_hanks_lob,,m/mtl_mp_headgear_46a,,hanks,,,,,,,,
mp_headgear_46a_kang,hat,45,50,0,,mp_headgear_46a_kang_lob,,m/mtl_mp_headgear_46a,,kang,,,,,,,,
mp_headgear_46a_kva,hat,45,50,0,,mp_headgear_46a_kva_lob,,m/mtl_mp_headgear_46a,,kva_head,,,,,,,,
mp_headgear_46a_lee,hat,45,50,0,,mp_headgear_46a_lee_lob,,m/mtl_mp_headgear_46a,,lee,,,,,,,,
mp_headgear_46a_martin,hat,45,50,0,,mp_headgear_46a_martin_lob,,m/mtl_mp_headgear_46a,,martin,,,,,,,,
mp_headgear_46a_pas,hat,45,50,0,,mp_headgear_46a_pas_lob,,m/mtl_mp_headgear_46a,,pas,,,,,,,,
mp_headgear_46a_waters,hat,45,50,0,,mp_headgear_46a_waters_lob,,m/mtl_mp_headgear_46a,,waters,,,,,,,,
mp_headgear_46a_young,hat,45,50,0,,mp_headgear_46a_young_lob,,m/mtl_mp_headgear_46a,,young,,,,,,,,
mp_headgear_43a,hat,46,51,0,,mp_headgear_43a_lob,,m/mtl_mp_headgear_43e,,!female,,,,,,,,
mp_headgear_f_43a,hat,46,51,0,,mp_headgear_f_43a_lob,,m/mtl_mp_headgear_43e,,female,,,,,,,,
mp_headgear_47a_barton,hat,47,52,0,,mp_headgear_47a_barton_lob,,m/mtl_mp_headgear_47a,,barton,,,,,,,,
mp_headgear_47a_basara,hat,47,52,0,,mp_headgear_47a_basara_lob,,m/mtl_mp_headgear_47a,,basara,,,,,,,,
mp_headgear_47a_chen,hat,47,52,0,,mp_headgear_47a_chen_lob,,m/mtl_mp_headgear_47a,,chen,,,,,,,,
mp_headgear_47a_clark,hat,47,52,0,,mp_headgear_47a_clark_lob,,m/mtl_mp_headgear_47a,,clark,,,,,,,,
mp_headgear_47a_cormack,hat,47,52,0,,mp_headgear_47a_cormack_lob,,m/mtl_mp_headgear_47a,,cormack,,,,,,,,
mp_headgear_47a_coyle,hat,47,52,0,,mp_headgear_47a_coyle_lob,,m/mtl_mp_headgear_47a,,coyle,,,,,,,,
mp_headgear_47a_davis,hat,47,52,0,,mp_headgear_47a_davis_lob,,m/mtl_mp_headgear_47a,,davis,,,,,,,,
mp_headgear_47a_gideon,hat,47,52,0,,mp_headgear_47a_gideon_lob,,m/mtl_mp_headgear_47a,,gideon,,,,,,,,
mp_headgear_47a_gots,hat,47,52,0,,mp_headgear_47a_gots_lob,,m/mtl_mp_headgear_47a,,illana,,,,,,,,
mp_headgear_47a_hanks,hat,47,52,0,,mp_headgear_47a_hanks_lob,,m/mtl_mp_headgear_47a,,hanks,,,,,,,,
mp_headgear_47a_kang,hat,47,52,0,,mp_headgear_47a_kang_lob,,m/mtl_mp_headgear_47a,,kang,,,,,,,,
mp_headgear_47a_kva,hat,47,52,0,,mp_headgear_47a_kva_lob,,m/mtl_mp_headgear_47a,,kva_head,,,,,,,,
mp_headgear_47a_lee,hat,47,52,0,,mp_headgear_47a_lee_lob,,m/mtl_mp_headgear_47a,,lee,,,,,,,,
mp_headgear_47a_martin,hat,47,52,0,,mp_headgear_47a_martin_lob,,m/mtl_mp_headgear_47a,,martin,,,,,,,,
mp_headgear_47a_pas,hat,47,52,0,,mp_headgear_47a_pas_lob,,m/mtl_mp_headgear_47a,,pas,,,,,,,,
mp_headgear_47a_waters,hat,47,52,0,,mp_headgear_47a_waters_lob,,m/mtl_mp_headgear_47a,,waters,,,,,,,,
mp_headgear_47a_young,hat,47,52,0,,mp_headgear_47a_young_lob,,m/mtl_mp_headgear_47a,,young,,,,,,,,
mp_headgear_f_37a,hat,48,54,0,,mp_headgear_f_37a_lob,,,,female,,,,,,,,
mp_headgear_m_37a,hat,48,54,0,,mp_headgear_m_37a_lob,,,,!female,,,,,,,,
mp_headgear_49a_barton,hat,49,55,0,,mp_headgear_49a_barton_lob,,,,barton,,,,,,,,
mp_headgear_49a_basara,hat,49,55,0,,mp_headgear_49a_basara_lob,,,,basara,,,,,,,,
mp_headgear_49a_chen,hat,49,55,0,,mp_headgear_49a_chen_lob,,,,chen,,,,,,,,
mp_headgear_49a_clark,hat,49,55,0,,mp_headgear_49a_clark_lob,,,,clark,,,,,,,,
mp_headgear_49a_cormack,hat,49,55,0,,mp_headgear_49a_cormack_lob,,,,cormack,,,,,,,,
mp_headgear_49a_coyle,hat,49,55,0,,mp_headgear_49a_coyle_lob,,,,coyle,,,,,,,,
mp_headgear_49a_davis,hat,49,55,0,,mp_headgear_49a_davis_lob,,,,davis,,,,,,,,
mp_headgear_49a_gideon,hat,49,55,0,,mp_headgear_49a_gideon_lob,,,,gideon,,,,,,,,
mp_headgear_49a_gots,hat,49,55,0,,mp_headgear_49a_gots_lob,,,,illana,,,,,,,,
mp_headgear_49a_hanks,hat,49,55,0,,mp_headgear_49a_hanks_lob,,,,hanks,,,,,,,,
mp_headgear_49a_kang,hat,49,55,0,,mp_headgear_49a_kang_lob,,,,kang,,,,,,,,
mp_headgear_49a_kva,hat,49,55,0,,mp_headgear_49a_kva_lob,,,,kva_head,,,,,,,,
mp_headgear_49a_lee,hat,49,55,0,,mp_headgear_49a_lee_lob,,,,lee,,,,,,,,
mp_headgear_49a_martin,hat,49,55,0,,mp_headgear_49a_martin_lob,,,,martin,,,,,,,,
mp_headgear_49a_pas,hat,49,55,0,,mp_headgear_49a_pas_lob,,,,pas,,,,,,,,
mp_headgear_49a_waters,hat,49,55,0,,mp_headgear_49a_waters_lob,,,,waters,,,,,,,,
mp_headgear_49a_young,hat,49,55,0,,mp_headgear_49a_young_lob,,,,young,,,,,,,,
mp_headgear_48a_barton,hat,50,56,0,,mp_headgear_48a_barton_lob,,,,barton,,,,,,,,
mp_headgear_48a_basara,hat,50,56,0,,mp_headgear_48a_basara_lob,,,,basara,,,,,,,,
mp_headgear_48a_chen,hat,50,56,0,,mp_headgear_48a_chen_lob,,,,chen,,,,,,,,
mp_headgear_48a_clark,hat,50,56,0,,mp_headgear_48a_clark_lob,,,,clark,,,,,,,,
mp_headgear_48a_cormack,hat,50,56,0,,mp_headgear_48a_cormack_lob,,,,cormack,,,,,,,,
mp_headgear_48a_coyle,hat,50,56,0,,mp_headgear_48a_coyle_lob,,,,coyle,,,,,,,,
mp_headgear_48a_davis,hat,50,56,0,,mp_headgear_48a_davis_lob,,,,davis,,,,,,,,
mp_headgear_48a_gideon,hat,50,56,0,,mp_headgear_48a_gideon_lob,,,,gideon,,,,,,,,
mp_headgear_48a_gots,hat,50,56,0,,mp_headgear_48a_gots_lob,,,,illana,,,,,,,,
mp_headgear_48a_hanks,hat,50,56,0,,mp_headgear_48a_hanks_lob,,,,hanks,,,,,,,,
mp_headgear_48a_kang,hat,50,56,0,,mp_headgear_48a_kang_lob,,,,kang,,,,,,,,
mp_headgear_48a_kva,hat,50,56,0,,mp_headgear_48a_kva_lob,,,,kva_head,,,,,,,,
mp_headgear_48a_lee,hat,50,56,0,,mp_headgear_48a_lee_lob,,,,lee,,,,,,,,
mp_headgear_48a_martin,hat,50,56,0,,mp_headgear_48a_martin_lob,,,,martin,,,,,,,,
mp_headgear_48a_pas,hat,50,56,0,,mp_headgear_48a_pas_lob,,,,pas,,,,,,,,
mp_headgear_48a_waters,hat,50,56,0,,mp_headgear_48a_waters_lob,,,,waters,,,,,,,,
mp_headgear_48a_young,hat,50,56,0,,mp_headgear_48a_young_lob,,,,young,,,,,,,,
mp_headgear_52a_barton,hat,51,57,0,,mp_headgear_52a_barton_lob,,m/mtl_mp_headgear_52a,,barton,,,,,,,,
mp_headgear_52a_basara,hat,51,57,0,,mp_headgear_52a_basara_lob,,m/mtl_mp_headgear_52a,,basara,,,,,,,,
mp_headgear_52a_chen,hat,51,57,0,,mp_headgear_52a_chen_lob,,m/mtl_mp_headgear_52a,,chen,,,,,,,,
mp_headgear_52a_clark,hat,51,57,0,,mp_headgear_52a_clark_lob,,m/mtl_mp_headgear_52a,,clark,,,,,,,,
mp_headgear_52a_cormack,hat,51,57,0,,mp_headgear_52a_cormack_lob,,m/mtl_mp_headgear_52a,,cormack,,,,,,,,
mp_headgear_52a_coyle,hat,51,57,0,,mp_headgear_52a_coyle_lob,,m/mtl_mp_headgear_52a,,coyle,,,,,,,,
mp_headgear_52a_davis,hat,51,57,0,,mp_headgear_52a_davis_lob,,m/mtl_mp_headgear_52a,,davis,,,,,,,,
mp_headgear_52a_gideon,hat,51,57,0,,mp_headgear_52a_gideon_lob,,m/mtl_mp_headgear_52a,,gideon,,,,,,,,
mp_headgear_52a_gots,hat,51,57,0,,mp_headgear_52a_gots_lob,,m/mtl_mp_headgear_52a,,illana,,,,,,,,
mp_headgear_52a_hanks,hat,51,57,0,,mp_headgear_52a_hanks_lob,,m/mtl_mp_headgear_52a,,hanks,,,,,,,,
mp_headgear_52a_kang,hat,51,57,0,,mp_headgear_52a_kang_lob,,m/mtl_mp_headgear_52a,,kang,,,,,,,,
mp_headgear_52a_kva,hat,51,57,0,,mp_headgear_52a_kva_lob,,m/mtl_mp_headgear_52a,,kva_head,,,,,,,,
mp_headgear_52a_lee,hat,51,57,0,,mp_headgear_52a_lee_lob,,m/mtl_mp_headgear_52a,,lee,,,,,,,,
mp_headgear_52a_martin,hat,51,57,0,,mp_headgear_52a_martin_lob,,m/mtl_mp_headgear_52a,,martin,,,,,,,,
mp_headgear_52a_pas,hat,51,57,0,,mp_headgear_52a_pas_lob,,m/mtl_mp_headgear_52a,,pas,,,,,,,,
mp_headgear_52a_waters,hat,51,57,0,,mp_headgear_52a_waters_lob,,m/mtl_mp_headgear_52a,,waters,,,,,,,,
mp_headgear_52a_young,hat,51,57,0,,mp_headgear_52a_young_lob,,m/mtl_mp_headgear_52a,,young,,,,,,,,
mp_headgear_51a_barton,hat,52,59,0,,mp_headgear_51a_barton_lob,,m/mtl_mp_headgear_51a,,barton,,,,,,,,
mp_headgear_51a_basara,hat,52,59,0,,mp_headgear_51a_basara_lob,,m/mtl_mp_headgear_51a,,basara,,,,,,,,
mp_headgear_51a_chen,hat,52,59,0,,mp_headgear_51a_chen_lob,,m/mtl_mp_headgear_51a,,chen,,,,,,,,
mp_headgear_51a_clark,hat,52,59,0,,mp_headgear_51a_clark_lob,,m/mtl_mp_headgear_51a,,clark,,,,,,,,
mp_headgear_51a_cormack,hat,52,59,0,,mp_headgear_51a_cormack_lob,,m/mtl_mp_headgear_51a,,cormack,,,,,,,,
mp_headgear_51a_coyle,hat,52,59,0,,mp_headgear_51a_coyle_lob,,m/mtl_mp_headgear_51a,,coyle,,,,,,,,
mp_headgear_51a_davis,hat,52,59,0,,mp_headgear_51a_davis_lob,,m/mtl_mp_headgear_51a,,davis,,,,,,,,
mp_headgear_51a_gideon,hat,52,59,0,,mp_headgear_51a_gideon_lob,,m/mtl_mp_headgear_51a,,gideon,,,,,,,,
mp_headgear_51a_gots,hat,52,59,0,,mp_headgear_51a_gots_lob,,m/mtl_mp_headgear_51a,,illana,,,,,,,,
mp_headgear_51a_hanks,hat,52,59,0,,mp_headgear_51a_hanks_lob,,m/mtl_mp_headgear_51a,,hanks,,,,,,,,
mp_headgear_51a_kang,hat,52,59,0,,mp_headgear_51a_kang_lob,,m/mtl_mp_headgear_51a,,kang,,,,,,,,
mp_headgear_51a_kva,hat,52,59,0,,mp_headgear_51a_kva_lob,,m/mtl_mp_headgear_51a,,kva_head,,,,,,,,
mp_headgear_51a_lee,hat,52,59,0,,mp_headgear_51a_lee_lob,,m/mtl_mp_headgear_51a,,lee,,,,,,,,
mp_headgear_51a_martin,hat,52,59,0,,mp_headgear_51a_martin_lob,,m/mtl_mp_headgear_51a,,martin,,,,,,,,
mp_headgear_51a_pas,hat,52,59,0,,mp_headgear_51a_pas_lob,,m/mtl_mp_headgear_51a,,pas,,,,,,,,
mp_headgear_51a_waters,hat,52,59,0,,mp_headgear_51a_waters_lob,,m/mtl_mp_headgear_51a,,waters,,,,,,,,
mp_headgear_51a_young,hat,52,59,0,,mp_headgear_51a_young_lob,,m/mtl_mp_headgear_51a,,young,,,,,,,,
mp_headgear_f_53a,hat,53,60,0,,mp_headgear_f_53a_lob,,m/mtl_mp_headgear_53a,,female,,,,,,,,
mp_headgear_m_53a,hat,53,60,0,,mp_headgear_m_53a_lob,,m/mtl_mp_headgear_53a,,!female,,,,,,,,
mp_headgear_54a_barton,hat,54,61,0,,mp_headgear_54a_barton_lob,,m/mtl_mp_headgear_54a,,barton,,,,,,,,
mp_headgear_54a_basara,hat,54,61,0,,mp_headgear_54a_basara_lob,,m/mtl_mp_headgear_54a,,basara,,,,,,,,
mp_headgear_54a_chen,hat,54,61,0,,mp_headgear_54a_chen_lob,,m/mtl_mp_headgear_54a,,chen,,,,,,,,
mp_headgear_54a_clark,hat,54,61,0,,mp_headgear_54a_clark_lob,,m/mtl_mp_headgear_54a,,clark,,,,,,,,
mp_headgear_54a_cormack,hat,54,61,0,,mp_headgear_54a_cormack_lob,,m/mtl_mp_headgear_54a,,cormack,,,,,,,,
mp_headgear_54a_coyle,hat,54,61,0,,mp_headgear_54a_coyle_lob,,m/mtl_mp_headgear_54a,,coyle,,,,,,,,
mp_headgear_54a_davis,hat,54,61,0,,mp_headgear_54a_davis_lob,,m/mtl_mp_headgear_54a,,davis,,,,,,,,
mp_headgear_54a_gideon,hat,54,61,0,,mp_headgear_54a_gideon_lob,,m/mtl_mp_headgear_54a,,gideon,,,,,,,,
mp_headgear_54a_gots,hat,54,61,0,,mp_headgear_54a_gots_lob,,m/mtl_mp_headgear_54a,,illana,,,,,,,,
mp_headgear_54a_hanks,hat,54,61,0,,mp_headgear_54a_hanks_lob,,m/mtl_mp_headgear_54a,,hanks,,,,,,,,
mp_headgear_54a_kang,hat,54,61,0,,mp_headgear_54a_kang_lob,,m/mtl_mp_headgear_54a,,kang,,,,,,,,
mp_headgear_54a_kva,hat,54,61,0,,mp_headgear_54a_kva_lob,,m/mtl_mp_headgear_54a,,kva_head,,,,,,,,
mp_headgear_54a_lee,hat,54,61,0,,mp_headgear_54a_lee_lob,,m/mtl_mp_headgear_54a,,lee,,,,,,,,
mp_headgear_54a_martin,hat,54,61,0,,mp_headgear_54a_martin_lob,,m/mtl_mp_headgear_54a,,martin,,,,,,,,
mp_headgear_54a_pas,hat,54,61,0,,mp_headgear_54a_pas_lob,,m/mtl_mp_headgear_54a,,pas,,,,,,,,
mp_headgear_54a_waters,hat,54,61,0,,mp_headgear_54a_waters_lob,,m/mtl_mp_headgear_54a,,waters,,,,,,,,
mp_headgear_54a_young,hat,54,61,0,,mp_headgear_54a_young_lob,,m/mtl_mp_headgear_54a,,young,,,,,,,,
mp_headgear_f_55a,hat,55,62,0,,mp_headgear_f_55a_lob,,m/mtl_mp_headgear_55a,,female,,,,,,,,
mp_headgear_m_55a,hat,55,62,0,,mp_headgear_m_55a_lob,,m/mtl_mp_headgear_55a,,!female,,,,,,,,
mp_headgear_56a_barton,hat,56,63,0,,mp_headgear_56a_barton_lob,,m/mtl_mp_headgear_56a,,barton,,,,,,,,
mp_headgear_56a_basara,hat,56,63,0,,mp_headgear_56a_basara_lob,,m/mtl_mp_headgear_56a,,basara,,,,,,,,
mp_headgear_56a_chen,hat,56,63,0,,mp_headgear_56a_chen_lob,,m/mtl_mp_headgear_56a,,chen,,,,,,,,
mp_headgear_56a_clark,hat,56,63,0,,mp_headgear_56a_clark_lob,,m/mtl_mp_headgear_56a,,clark,,,,,,,,
mp_headgear_56a_cormack,hat,56,63,0,,mp_headgear_56a_cormack_lob,,m/mtl_mp_headgear_56a,,cormack,,,,,,,,
mp_headgear_56a_coyle,hat,56,63,0,,mp_headgear_56a_coyle_lob,,m/mtl_mp_headgear_56a,,coyle,,,,,,,,
mp_headgear_56a_davis,hat,56,63,0,,mp_headgear_56a_davis_lob,,m/mtl_mp_headgear_56a,,davis,,,,,,,,
mp_headgear_56a_gideon,hat,56,63,0,,mp_headgear_56a_gideon_lob,,m/mtl_mp_headgear_56a,,gideon,,,,,,,,
mp_headgear_56a_gots,hat,56,63,0,,mp_headgear_56a_gots_lob,,m/mtl_mp_headgear_56a,,illana,,,,,,,,
mp_headgear_56a_hanks,hat,56,63,0,,mp_headgear_56a_hanks_lob,,m/mtl_mp_headgear_56a,,hanks,,,,,,,,
mp_headgear_56a_kang,hat,56,63,0,,mp_headgear_56a_kang_lob,,m/mtl_mp_headgear_56a,,kang,,,,,,,,
mp_headgear_56a_kva,hat,56,63,0,,mp_headgear_56a_kva_lob,,m/mtl_mp_headgear_56a,,kva_head,,,,,,,,
mp_headgear_56a_lee,hat,56,63,0,,mp_headgear_56a_lee_lob,,m/mtl_mp_headgear_56a,,lee,,,,,,,,
mp_headgear_56a_martin,hat,56,63,0,,mp_headgear_56a_martin_lob,,m/mtl_mp_headgear_56a,,martin,,,,,,,,
mp_headgear_56a_pas,hat,56,63,0,,mp_headgear_56a_pas_lob,,m/mtl_mp_headgear_56a,,pas,,,,,,,,
mp_headgear_56a_waters,hat,56,63,0,,mp_headgear_56a_waters_lob,,m/mtl_mp_headgear_56a,,waters,,,,,,,,
mp_headgear_56a_young,hat,56,63,0,,mp_headgear_56a_young_lob,,m/mtl_mp_headgear_56a,,young,,,,,,,,
mp_headgear_f_57a,hat,57,64,0,,mp_headgear_f_57a_lob,,m/mtl_mp_headgear_57sam,,female,,,,,,,,
mp_headgear_m_57a,hat,57,64,0,,mp_headgear_m_57a_lob,,m/mtl_mp_headgear_57sam,,!female,,,,,,,,
mp_headgear_58a_barton,hat,58,65,0,,mp_headgear_58a_barton_lob,,m/mtl_mp_headgear_58a,,barton,,,,,,,,
mp_headgear_58a_basara,hat,58,65,0,,mp_headgear_58a_basara_lob,,m/mtl_mp_headgear_58a,,basara,,,,,,,,
mp_headgear_58a_chen,hat,58,65,0,,mp_headgear_58a_chen_lob,,m/mtl_mp_headgear_58a,,chen,,,,,,,,
mp_headgear_58a_clark,hat,58,65,0,,mp_headgear_58a_clark_lob,,m/mtl_mp_headgear_58a,,clark,,,,,,,,
mp_headgear_58a_cormack,hat,58,65,0,,mp_headgear_58a_cormack_lob,,m/mtl_mp_headgear_58a,,cormack,,,,,,,,
mp_headgear_58a_coyle,hat,58,65,0,,mp_headgear_58a_coyle_lob,,m/mtl_mp_headgear_58a,,coyle,,,,,,,,
mp_headgear_58a_davis,hat,58,65,0,,mp_headgear_58a_davis_lob,,m/mtl_mp_headgear_58a,,davis,,,,,,,,
mp_headgear_58a_gideon,hat,58,65,0,,mp_headgear_58a_gideon_lob,,m/mtl_mp_headgear_58a,,gideon,,,,,,,,
mp_headgear_58a_gots,hat,58,65,0,,mp_headgear_58a_gots_lob,,m/mtl_mp_headgear_58a,,illana,,,,,,,,
mp_headgear_58a_hanks,hat,58,65,0,,mp_headgear_58a_hanks_lob,,m/mtl_mp_headgear_58a,,hanks,,,,,,,,
mp_headgear_58a_kang,hat,58,65,0,,mp_headgear_58a_kang_lob,,m/mtl_mp_headgear_58a,,kang,,,,,,,,
mp_headgear_58a_kva,hat,58,65,0,,mp_headgear_58a_kva_lob,,m/mtl_mp_headgear_58a,,kva_head,,,,,,,,
