a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65
88,7115,weapon_projectile,WEAPON_MAHEMLOOT3,iw5_mahemloot3,2,weapon_mahem_loot3,WEAPON_MAHEM_DESC,8,weapon_rpg7_stow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x1000180,,,loot,1,,0,0,run_and_gun|cqb|camper,veteran,mahem,2,1,,1,1,
89,3159,weapon_projectile,WEAPON_MAAWS,iw5_maaws,2,weapon_maaws,WEAPON_MAAWS_DESC,8,weapon_at4_stow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x100003A,,,,0,,0,0,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,maaws,0,,,1,,
90,3160,weapon_projectile,WEAPON_STINGERM7,iw5_stingerm7,2,weapon_stingerm7,WEAPON_STINGERM7_DESC,8,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x100003B,,,,0,,0,0,run_and_gun|cqb|camper,regular|hardened|veteran,stingerm7,0,,,1,,
91,3161,weapon_assault,WEAPON_AK12LOOT0,iw5_ak12loot0,,weapon_ak12_loot0,WEAPON_AK12_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,8,10,12,8,13,9,5,4,0x100003C,,,loot,1,,0,0,run_and_gun,regular|hardened|veteran,ak12,0,1,,,1,
92,3162,weapon_assault,WEAPON_AK12LOOT1,iw5_ak12loot1,,weapon_ak12_loot1,WEAPON_AK12_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,9,10,12,8,12,10,5,3,0x100003D,,,loot,1,,0,0,run_and_gun,regular|hardened|veteran,ak12,0,1,,,1,
93,3163,weapon_assault,WEAPON_AK12LOOT2,iw5_ak12loot2,,weapon_ak12_loot2,WEAPON_AK12_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,silencer01,parabolicmicrophone,quickdraw,dualmag,xmags,,,,,,,,,,,,,,,,gl,9,10,12,8,12,10,5,4,0x100003E,,,loot,1,,0,0,run_and_gun,regular|hardened|veteran,ak12,0,1,,,1,
94,3164,weapon_assault,WEAPON_AK12LOOT3,iw5_ak12loot3,,weapon_ak12_loot3,WEAPON_AK12_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,8,10,12,9,12,9,5,4,0x100003F,,,loot,1,,0,0,run_and_gun,regular|hardened|veteran,ak12,0,1,,,1,
95,3165,weapon_assault,WEAPON_AK12LOOT4,iw5_ak12loot4,,weapon_ak12_loot4,WEAPON_AK12_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,9,10,12,8,12,7,6,5,0x1000040,,,loot,1,,0,0,run_and_gun,hardened|veteran,ak12,1,1,,,1,
96,3166,weapon_assault,WEAPON_AK12LOOT5,iw5_ak12loot5,,weapon_ak12_loot5,WEAPON_AK12_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,,,,,,,,,,,,,,,,,,,,,,,,,9,10,14,8,12,8,5,4,0x1000041,,,loot,1,,0,0,run_and_gun,hardened|veteran,ak12,1,1,,,1,
97,3167,weapon_assault,WEAPON_AK12LOOT6,iw5_ak12loot6,,weapon_ak12_loot6,WEAPON_AK12_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,7,10,12,8,12,11,5,4,0x1000042,,,challenge,1,,0,0,run_and_gun,hardened|veteran,ak12,1,,,,,
98,3168,weapon_assault,WEAPON_AK12LOOT7,iw5_ak12loot7,,weapon_ak12_loot7,WEAPON_AK12_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,9,12,12,6,12,9,5,4,0x1000043,,,loot,1,,0,0,run_and_gun,hardened|veteran,ak12,1,1,,,1,
99,3169,weapon_assault,WEAPON_AK12LOOT8,iw5_ak12loot8,,weapon_ak12_loot8,WEAPON_AK12_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,11,11,12,8,11,9,5,2,0x1000044,,,loot,1,,0,0,run_and_gun,veteran,ak12,2,1,,,1,
100,3170,weapon_assault,WEAPON_AK12LOOT9,iw5_ak12loot9,,weapon_ak12_loot9,WEAPON_AK12_DESC,9,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,12,8,12,12,5,4,0x1000045,,,loot,1,,0,0,run_and_gun,veteran,ak12,2,1,,,1,
101,3171,weapon_assault,WEAPON_BAL27LOOT0,iw5_bal27loot0,,weapon_bal27_loot0,WEAPON_BAL27_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,8,9,11,14,10,8,5,4,0x1000046,,,loot,1,,0,0,run_and_gun,regular|hardened|veteran,bal27,0,1,,,1,
102,3172,weapon_assault,WEAPON_BAL27LOOT1,iw5_bal27loot1,,weapon_bal27_loot1,WEAPON_BAL27_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,7,10,10,14,10,9,5,4,0x1000047,,,loot,1,,0,0,run_and_gun,regular|hardened|veteran,bal27,0,1,,,1,
103,3173,weapon_assault,WEAPON_BAL27LOOT2,iw5_bal27loot2,,weapon_bal27_loot2,WEAPON_BAL27_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,9,8,10,14,10,9,5,4,0x1000048,,,loot,1,,0,0,run_and_gun,regular|hardened|veteran,bal27,0,1,,,1,
104,3174,weapon_assault,WEAPON_BAL27LOOT3,iw5_bal27loot3,,weapon_bal27_loot3,WEAPON_BAL27_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,8,9,10,14,11,9,4,4,0x1000049,,,loot,1,,0,0,run_and_gun,regular|hardened|veteran,bal27,0,1,,,1,
105,3175,weapon_assault,WEAPON_BAL27LOOT4,iw5_bal27loot4,,weapon_bal27_loot4,WEAPON_BAL27_DESC,9,weapon_stow_mid_up,,foregrip,silencer01,parabolicmicrophone,lasersight,stock,trackrounds,quickdraw,gl,xmags,quickdraw,stock,,,,,,,,,,,,,,,,,,,opticsacog2,9,9,10,13,10,9,5,4,0x100004A,,,loot,1,,0,0,run_and_gun,hardened|veteran,bal27,1,1,,,1,
106,3176,weapon_assault,WEAPON_BAL27LOOT5,iw5_bal27loot5,,weapon_bal27_loot5,WEAPON_BAL27_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,7,9,12,14,10,8,5,4,0x100004B,,,loot,1,,0,0,run_and_gun,hardened|veteran,bal27,1,1,,,1,
107,3177,weapon_assault,WEAPON_BAL27LOOT6,iw5_bal27loot6,,weapon_bal27_loot6,WEAPON_BAL27_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,9,9,10,12,10,9,5,5,0x100004C,,,loot,1,,0,0,run_and_gun,hardened|veteran,bal27,1,1,,,1,
108,3178,weapon_assault,WEAPON_BAL27LOOT7,iw5_bal27loot7,,weapon_bal27_loot7,WEAPON_BAL27_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,8,7,11,15,10,9,5,4,0x100004D,,,challenge,1,,0,0,run_and_gun,hardened|veteran,bal27,1,,,,,
109,3179,weapon_assault,WEAPON_BAL27LOOT8,iw5_bal27loot8,,weapon_bal27_loot8,WEAPON_BAL27_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,7,11,10,13,11,8,5,4,0x100004E,,,loot,1,,0,0,run_and_gun,veteran,bal27,2,1,,,1,
110,3180,weapon_assault,WEAPON_BAL27LOOT9,iw5_bal27loot9,,weapon_bal27_loot9,WEAPON_BAL27_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,8,9,10,15,7,11,5,4,0x100004F,,,loot,1,,0,0,run_and_gun,veteran,bal27,2,1,,,1,
111,3181,weapon_smg,WEAPON_SN6LOOT0,iw5_sn6loot0,,weapon_sn6_loot0,WEAPON_SN6_DESC,10,weapon_stow_mid,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,11,6,7,13,11,12,5,4,0x1000050,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,sn6,0,1,,,1,
112,3182,weapon_smg,WEAPON_SN6LOOT1,iw5_sn6loot1,,weapon_sn6_loot1,WEAPON_SN6_DESC,10,weapon_stow_mid,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,11,5,6,14,12,12,5,4,0x1000051,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,sn6,0,1,,,1,
113,3183,weapon_smg,WEAPON_SN6LOOT2,iw5_sn6loot2,,weapon_sn6_loot2,WEAPON_SN6_DESC,10,weapon_stow_mid,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,10,6,6,13,13,12,5,4,0x1000052,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,sn6,0,1,,,1,
114,3184,weapon_smg,WEAPON_SN6LOOT3,iw5_sn6loot3,,weapon_sn6_loot3,WEAPON_SN6_DESC,10,weapon_stow_mid,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,11,7,6,13,12,12,5,3,0x1000053,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,sn6,0,1,,,1,
115,3185,weapon_smg,WEAPON_SN6LOOT4,iw5_sn6loot4,,weapon_sn6_loot4,WEAPON_SN6_DESC,10,weapon_stow_mid,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,12,6,7,13,11,11,5,4,0x1000054,,,challenge,1,,0,0,run_and_gun|cqb,hardened|veteran,sn6,1,,,,,
116,3186,weapon_smg,WEAPON_SN6LOOT5,iw5_sn6loot5,,weapon_sn6_loot5,WEAPON_SN6_DESC,10,weapon_stow_mid,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,stock,foregrip,silencer01,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,,,lasersight,12,5,6,13,12,12,5,4,0x1000055,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,sn6,1,1,,,1,
117,3187,weapon_smg,WEAPON_SN6LOOT6,iw5_sn6loot6,,weapon_sn6_loot6,WEAPON_SN6_DESC,10,weapon_stow_mid,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,11,7,4,13,12,13,5,4,0x1000056,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,sn6,1,1,,,1,
118,3188,weapon_smg,WEAPON_SN6LOOT7,iw5_sn6loot7,,weapon_sn6_loot7,WEAPON_SN6_DESC,10,weapon_stow_mid,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,foregrip,11,4,6,14,12,12,5,4,0x1000057,,,loot,1,,0,0,run_and_gun|cqb,veteran,sn6,1,1,,,1,
119,3189,weapon_smg,WEAPON_SN6LOOT8,iw5_sn6loot8,,weapon_sn6_loot8,WEAPON_SN6_DESC,10,weapon_stow_mid,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,12,6,7,13,10,11,6,4,0x1000058,,,loot,1,,0,0,run_and_gun|cqb,veteran,sn6,2,1,,,1,
120,3190,weapon_smg,WEAPON_SN6LOOT9,iw5_sn6loot9,,weapon_sn6_loot9,WEAPON_SN6_DESC,10,weapon_stow_mid,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,11,7,8,13,9,12,5,4,0x1000059,,,loot,1,,0,0,,,sn6,2,1,,,1,
121,3191,weapon_heavy,WEAPON_BEAM1,iw5_em1,,weapon_em1,WEAPON_EM1_DESC,8,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsacog2,stock,trackrounds,foregrip,parabolicmicrophone,quickdraw,heatsink,,,,,,,,,,,,,,,,,,,,10,12,15,8,8,7,5,4,0x100005A,,,,0,,0,0,run_and_gun|cqb,recruit|regular|hardened|veteran,em1,0,,,,,
122,3192,weapon_pistol,WEAPON_COMBAT_KNIFE,iw5_combatknife,,weapon_combat_knife,,10,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100005B,,,,0,,0,0,,,,0,,,1,,
123,3193,weapon_special,WEAPON_MICRODRONELAUNCHER,iw5_microdronelauncher,,weapon_microdronelauncher,WEAPON_MICRODRONELAUNCHER_DESC,8,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x100005C,,,,0,,0,0,run_and_gun,hardened|veteran,microdronelauncher,0,,,1,,
124,3194,weapon_sniper,WEAPON_MORSLOOT0,iw5_morsloot0,,weapon_mors_loot0,WEAPON_MORS_DESC,9,weapon_stow_mid_up,,scopevz,opticsthermal,opticsacog2,stabilizer,stock,trackrounds,parabolicmicrophone,ironsights,,,,,,,,,,,,,,,,,,,,,,,11,15,14,4,7,9,1,1,0x100005D,,,loot,1,,0,0,camper,regular|hardened|veteran,mors,0,1,,,1,
125,3195,weapon_sniper,WEAPON_MORSLOOT1,iw5_morsloot1,,weapon_mors_loot1,WEAPON_MORS_DESC,9,weapon_stow_mid_up,,opticsacog2,scopevz,opticsthermal,stabilizer,stock,trackrounds,parabolicmicrophone,ironsights,,,,,,,,,,,,,,,,,,,,,,,10,16,14,3,8,9,1,1,0x100005E,,,loot,1,,0,0,camper,regular|hardened|veteran,mors,0,1,,,1,
126,3196,weapon_sniper,WEAPON_MORSLOOT2,iw5_morsloot2,,weapon_mors_loot2,WEAPON_MORS_DESC,9,weapon_stow_mid_up,,opticsacog2,scopevz,opticsthermal,stabilizer,stock,trackrounds,parabolicmicrophone,ironsights,,,,,,,,,,,,,,,,,,,,,,,12,15,14,3,8,8,1,1,0x100005F,,,loot,1,,0,0,camper,regular|hardened|veteran,mors,0,1,,,1,
127,3197,weapon_sniper,WEAPON_MORSLOOT3,iw5_morsloot3,,weapon_mors_loot3,WEAPON_MORS_DESC,9,weapon_stow_mid_up,,opticsacog2,scopevz,opticsthermal,stabilizer,stock,trackrounds,parabolicmicrophone,ironsights,,,,,,,,,,,,,,,,,,,,,,,11,15,14,2,9,9,1,1,0x1000060,,,loot,1,,0,0,camper,regular|hardened|veteran,mors,0,1,,,1,
128,3198,weapon_sniper,WEAPON_MORSLOOT4,iw5_morsloot4,,weapon_mors_loot4,WEAPON_MORS_DESC,9,weapon_stow_mid_up,,opticsacog2,scopevz,opticsthermal,stabilizer,stock,trackrounds,parabolicmicrophone,ironsights,,,,,,,,,,,,,,,,,,,,,,,10,14,14,4,8,10,1,1,0x1000061,,,challenge,1,,0,0,camper,hardened|veteran,mors,1,,,,,
129,3199,weapon_sniper,WEAPON_MORSLOOT5,iw5_morsloot5,,weapon_mors_loot5,WEAPON_MORS_DESC,9,weapon_stow_mid_up,,opticsacog2,scopevz,opticsthermal,stabilizer,stock,trackrounds,parabolicmicrophone,ironsights,,,,,,,,,,,,,,,,,,,,,,stabilizer,10,15,14,3,8,10,1,1,0x1000062,,,challenge,1,,0,0,camper,hardened|veteran,mors,1,,,,,
130,3200,weapon_sniper,WEAPON_MORSLOOT6,iw5_morsloot6,,weapon_mors_loot6,WEAPON_MORS_DESC,9,weapon_stow_mid_up,,opticsacog2,scopevz,opticsthermal,stabilizer,stock,trackrounds,parabolicmicrophone,ironsights,,,,,,,,,,,,,,,,,,,,,,,11,16,14,2,9,8,1,1,0x1000063,,,loot,1,,0,0,camper,hardened|veteran,mors,1,1,,,1,
131,3201,weapon_sniper,WEAPON_MORSLOOT7,iw5_morsloot7,,weapon_mors_loot7,WEAPON_MORS_DESC,9,weapon_stow_mid_up,,opticsacog2,scopevz,opticsthermal,stabilizer,stock,trackrounds,parabolicmicrophone,ironsights,,,,,,,,,,,,,,,,,,,,,,,12,16,14,2,7,9,1,1,0x1000064,,,loot,1,,0,0,camper,hardened|veteran,mors,1,1,,,1,
132,3202,weapon_sniper,WEAPON_MORSLOOT8,iw5_morsloot8,,weapon_mors_loot8,WEAPON_MORS_DESC,9,weapon_stow_mid_up,,opticsacog2,scopevz,opticsthermal,stabilizer,stock,trackrounds,parabolicmicrophone,ironsights,,,,,,,,,,,,,,,,,,,,,,,12,17,14,1,8,8,1,1,0x1000065,,,loot,1,,0,0,camper,veteran,mors,2,1,,,1,
133,3203,weapon_sniper,WEAPON_MORSLOOT9,iw5_morsloot9,,weapon_mors_loot9,WEAPON_MORS_DESC,9,weapon_stow_mid_up,,opticsacog2,scopevz,opticsthermal,stabilizer,stock,trackrounds,parabolicmicrophone,ironsights,,,,,,,,,,,,,,,,,,,,,,,10,14,14,5,7,10,1,1,0x1000066,,,loot,1,,0,0,camper,veteran,mors,2,1,,,1,
134,3214,weapon_pistol,WEAPON_ATLAS45LOOT0,iw5_titan45loot0,,weapon_titan45_loot0,WEAPON_ATLAS45_DESC,10,weapon_stow_mid_up,,opticsreddot,opticseotech,opticstargetenhancer,opticsacog2,lasersight,tactical,akimbo,silencer01,parabolicmicrophone,longrange,xmags,,,,,,,,,,,,,,,,,,,,7,7,6,6,12,12,2,2,0x1000071,,,loot,1,,0,0,run_and_gun|cqb|camper,regular|hardened|veteran,titan45,0,1,,,1,
135,3215,weapon_pistol,WEAPON_ATLAS45LOOT1,iw5_titan45loot1,,weapon_titan45_loot1,WEAPON_ATLAS45_DESC,10,weapon_stow_mid_up,,opticsreddot,opticseotech,opticstargetenhancer,opticsacog2,lasersight,tactical,akimbo,silencer01,parabolicmicrophone,longrange,xmags,,,,,,,,,,,,,,,,,,,,7,6,7,7,12,11,2,2,0x1000072,,,loot,1,,0,0,run_and_gun|cqb|camper,regular|hardened|veteran,titan45,0,1,,,1,
136,3216,weapon_pistol,WEAPON_ATLAS45LOOT2,iw5_titan45loot2,,weapon_titan45_loot2,WEAPON_ATLAS45_DESC,10,weapon_stow_mid_up,,opticsreddot,opticseotech,opticstargetenhancer,opticsacog2,lasersight,tactical,akimbo,silencer01,parabolicmicrophone,longrange,xmags,,,,,,,,,,,,,,,,,,,,7,7,5,7,12,12,2,2,0x1000073,,,loot,1,,0,0,run_and_gun|cqb|camper,regular|hardened|veteran,titan45,0,1,,,1,
137,3217,weapon_pistol,WEAPON_ATLAS45LOOT3,iw5_titan45loot3,,weapon_titan45_loot3,WEAPON_ATLAS45_DESC,10,weapon_stow_mid_up,,opticsreddot,opticseotech,opticstargetenhancer,opticsacog2,lasersight,tactical,akimbo,silencer01,parabolicmicrophone,longrange,xmags,,,,,,,,,,,,,,,,,,,,7,6,6,7,12,12,2,2,0x1000074,,,loot,1,,0,0,run_and_gun|cqb|camper,regular|hardened|veteran,titan45,4,1,,,1,
138,3218,weapon_pistol,WEAPON_ATLAS45LOOT4,iw5_titan45loot4,,weapon_titan45_loot4,WEAPON_ATLAS45_DESC,10,weapon_stow_mid_up,,lasersight,tactical,akimbo,silencer01,parabolicmicrophone,longrange,xmags,,,,,,,,,,,,,,,,,,,,,,,opticsreddot,7,7,5,8,12,11,2,2,0x1000075,,,loot,1,,0,0,run_and_gun|cqb|camper,hardened|veteran,titan45,1,1,,,1,
139,3219,weapon_pistol,WEAPON_ATLAS45LOOT5,iw5_titan45loot5,,weapon_titan45_loot5,WEAPON_ATLAS45_DESC,10,weapon_stow_mid_up,,opticsreddot,opticseotech,opticstargetenhancer,opticsacog2,silencer01,tactical,akimbo,longrange,xmags,,,,,,,,,,,,,,,,,,,,,lasersight,7,7,6,6,12,12,2,2,0x1000076,,,loot,1,,0,0,run_and_gun|cqb|camper,hardened|veteran,titan45,1,1,,,1,
140,3220,weapon_pistol,WEAPON_ATLAS45LOOT6,iw5_titan45loot6,,weapon_titan45_loot6,WEAPON_ATLAS45_DESC,10,weapon_stow_mid_up,,lasersight,silencer01,parabolicmicrophone,longrange,xmags,,,,,,,,,,,,,,,,,,,,,,,,,akimbo,6,7,6,8,12,11,2,1,0x1000077,,,loot,1,,0,0,run_and_gun|cqb|camper,hardened|veteran,titan45,1,1,,,1,
141,3221,weapon_pistol,WEAPON_ATLAS45LOOT7,iw5_titan45loot7,,weapon_titan45_loot7,WEAPON_ATLAS45_DESC,10,weapon_stow_mid_up,,opticsreddot,opticseotech,opticstargetenhancer,opticsacog2,lasersight,tactical,akimbo,silencer01,parabolicmicrophone,longrange,xmags,,,,,,,,,,,,,,,,,,,,6,6,6,7,12,13,2,2,0x1000078,,,challenge,1,,0,0,run_and_gun|cqb|camper,hardened|veteran,titan45,1,,,,,
142,3222,weapon_pistol,WEAPON_ATLAS45LOOT8,iw5_titan45loot8,,weapon_titan45_loot8,WEAPON_ATLAS45_DESC,10,weapon_stow_mid_up,,lasersight,tactical,akimbo,silencer01,parabolicmicrophone,longrange,xmags,,,,,,,,,,,,,,,,,,,,,,,opticstargetenhancer,6,7,6,6,12,13,2,2,0x1000079,,,loot,1,,0,0,run_and_gun|cqb|camper,veteran,titan45,2,1,,,1,
143,3223,weapon_pistol,WEAPON_ATLAS45LOOT9,iw5_titan45loot9,,weapon_titan45_loot9,WEAPON_ATLAS45_DESC,10,weapon_stow_mid_up,,opticsreddot,opticseotech,opticstargetenhancer,opticsacog2,lasersight,tactical,akimbo,silencer01,parabolicmicrophone,longrange,xmags,,,,,,,,,,,,,,,,,,,,5,6,6,7,12,14,2,2,0x100007A,,,loot,1,,0,0,run_and_gun|cqb|camper,veteran,titan45,2,1,,,1,
144,3224,weapon_heavy,WEAPON_EM1LOOT0,iw5_em1loot0,,weapon_em1_loot0,WEAPON_EM1_DESC,8,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsacog2,stock,trackrounds,foregrip,parabolicmicrophone,quickdraw,heatsink,,,,,,,,,,,,,,,,,,,,10,12,16,8,8,6,5,4,0x100007B,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,em1,0,1,,,1,
145,3225,weapon_heavy,WEAPON_EM1LOOT1,iw5_em1loot1,,weapon_em1_loot1,WEAPON_EM1_DESC,8,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsacog2,stock,trackrounds,foregrip,parabolicmicrophone,quickdraw,heatsink,,,,,,,,,,,,,,,,,,,,9,13,15,8,8,7,5,4,0x100007C,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,em1,0,1,,,1,
146,3226,weapon_heavy,WEAPON_EM1LOOT2,iw5_em1loot2,,weapon_em1_loot2,WEAPON_EM1_DESC,8,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsacog2,stock,trackrounds,foregrip,parabolicmicrophone,quickdraw,heatsink,,,,,,,,,,,,,,,,,,,,11,11,15,8,8,7,5,4,0x100007D,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,em1,0,1,,,1,
